z,u,v,θ,u2,v2,ε,uv,u2_sgs,v2_sgs,uv_sgs,u3_res,v3_res,p,σ
-6.9375000000e+00,2.6806499072e-03,-1.8949667674e-02,2.8312747096e+02,1.8635936057e-04,4.4582174390e-04,-7.7479479163e-08,-9.2779247865e-06,1.5137521599e-07,6.5196845316e-08,-1.5302228674e-08,3.7554685168e-06,-1.1787968429e-05,-2.8483662345e-03,1.0882352941e-01
-7.3125000000e+00,2.0194019059e-03,-1.8699863003e-02,2.8312755884e+02,1.7751621801e-04,4.3415283428e-04,-7.1276721034e-08,-9.3772595351e-06,1.3875502600e-07,6.7704993112e-08,-1.0143325381e-08,3.3018994073e-06,-1.1332065804e-05,-2.8485848467e-03,1.1470588235e-01
-7.6875000000e+00,1.4245567742e-03,-1.8460577127e-02,2.8312763912e+02,1.6995441145e-04,4.2307376478e-04,-6.5869532481e-08,-9.4581215689e-06,1.2893768638e-07,6.8863106166e-08,-6.1120063370e-09,2.9084193304e-06,-1.0903804006e-05,-2.8488061243e-03,1.2058823529e-01
-8.0625000000e+00,8.8890505622e-04,-1.8231222208e-02,2.8312771240e+02,1.6342308356e-04,4.1256347776e-04,-6.1139066532e-08,-9.5235530606e-06,1.2147334255e-07,6.8786139847e-08,-3.8132753682e-09,2.5647076463e-06,-1.0502309281e-05,-2.8490307052e-03,1.2647058824e-01
-8.4375000000e+00,4.0578476923e-04,-1.8012194672e-02,2.8312777939e+02,1.5773633438e-04,4.0261121250e-04,-5.6978460582e-08,-9.5738629752e-06,1.1501113221e-07,6.7431622896e-08,-1.6285066351e-09,2.2638927089e-06,-1.0126049792e-05,-2.8492605122e-03,1.3235294118e-01
-8.8125000000e+00,-2.9659542554e-05,-1.7803061208e-02,2.8312784085e+02,1.5271795585e-04,3.9318790737e-04,-5.3290950965e-08,-9.6102692395e-06,1.0895836044e-07,6.6238833511e-08,3.5322380294e-10,1.9991731596e-06,-9.7735663606e-06,-2.8494934038e-03,1.3823529412e-01
-9.1875000000e+00,-4.2187013102e-04,-1.7603177573e-02,2.8312789712e+02,1.4824717075e-04,3.8425001355e-04,-5.0019229339e-08,-9.6339708191e-06,1.0371010563e-07,6.5773743560e-08,2.2057936917e-09,1.7659966141e-06,-9.4424177623e-06,-2.8497256061e-03,1.4411764706e-01
-9.5625000000e+00,-7.7650387118e-04,-1.7410729700e-02,2.8312794869e+02,1.4423501292e-04,3.7572705051e-04,-4.7098748069e-08,-9.6461691880e-06,9.9481322680e-08,6.4725951694e-08,4.5260221438e-09,1.5594626996e-06,-9.1299735008e-06,-2.8499553338e-03,1.5000000000e-01
-9.9375000000e+00,-1.0970476350e-03,-1.7226513142e-02,2.8312799602e+02,1.4061370504e-04,3.6763428616e-04,-4.4479386823e-08,-9.6491957507e-06,9.6623297084e-08,6.3408184061e-08,6.6255911155e-09,1.3765081439e-06,-8.8360622000e-06,-2.8501802598e-03,1.5588235294e-01
-1.0312500000e+01,-1.3874292026e-03,-1.7048926248e-02,2.8312803936e+02,1.3732511524e-04,3.5989894903e-04,-4.2117654184e-08,-9.6419019680e-06,9.4881664612e-08,6.1798888852e-08,8.6167704463e-09,1.2139435017e-06,-8.5578889845e-06,-2.8503977496e-03,1.6176470588e-01
-1.0687500000e+01,-1.6509612810e-03,-1.6877574998e-02,2.8312807927e+02,1.3431661420e-04,3.5248807810e-04,-3.9978347521e-08,-9.6262610910e-06,9.3295734690e-08,5.9718609793e-08,9.9414538907e-09,1.0687033066e-06,-8.2935800818e-06,-2.8506072395e-03,1.6764705882e-01
-1.1062500000e+01,-1.8895963509e-03,-1.6712265863e-02,2.8312811601e+02,1.3155319970e-04,3.4539735484e-04,-3.8034177436e-08,-9.6031440488e-06,9.1309317111e-08,5.7774075601e-08,1.0639803802e-08,9.3860322828e-07,-8.0429677780e-06,-2.8508079917e-03,1.7352941176e-01
-1.1437500000e+01,-2.1052341028e-03,-1.6552474558e-02,2.8312814984e+02,1.2898947088e-04,3.3861126519e-04,-3.6270574531e-08,-9.5726367060e-06,8.8932203995e-08,5.6261844005e-08,1.0877610059e-08,8.2201099174e-07,-7.8053325737e-06,-2.8509991298e-03,1.7941176471e-01
-1.1812500000e+01,-2.3010160933e-03,-1.6397739758e-02,2.8312818108e+02,1.2658553324e-04,3.3211140294e-04,-3.4698626684e-08,-9.5351312536e-06,8.6407998250e-08,5.5383823462e-08,1.0817143316e-08,7.1716032542e-07,-7.5799845180e-06,-2.8511800701e-03,1.8529411765e-01
-1.2187500000e+01,-2.4788059803e-03,-1.6247005153e-02,2.8312821001e+02,1.2433052868e-04,3.2585817716e-04,-3.3259610775e-08,-9.4921757966e-06,8.3722859861e-08,5.4147237979e-08,1.0689324973e-08,6.2260713665e-07,-7.3653640883e-06,-2.8513524996e-03,1.9117647059e-01
-1.2562500000e+01,-2.6401256676e-03,-1.6099944718e-02,2.8312823677e+02,1.2222263780e-04,3.1983496343e-04,-3.1936908384e-08,-9.4448483825e-06,8.1575116591e-08,5.2777639839e-08,1.0351708175e-08,5.3766683827e-07,-7.1608149319e-06,-2.8515156908e-03,1.9705882353e-01
-1.2937500000e+01,-2.7870020840e-03,-1.5956613704e-02,2.8312826147e+02,1.2021734716e-04,3.1403488098e-04,-3.0708642530e-08,-9.3934344205e-06,8.0012712921e-08,5.1372948973e-08,9.9938083969e-09,4.6056312373e-07,-6.9660510497e-06,-2.8516688075e-03,2.0294117647e-01
-1.3312500000e+01,-2.9199183087e-03,-1.5816909706e-02,2.8312828430e+02,1.1829893838e-04,3.0844662220e-04,-2.9566118002e-08,-9.3379972323e-06,7.8402720483e-08,4.9352111888e-08,9.3661333229e-09,3.9065048196e-07,-6.7802384857e-06,-2.8518129803e-03,2.0882352941e-01
-1.3687500000e+01,-3.0391566257e-03,-1.5680196453e-02,2.8312830540e+02,1.1645084796e-04,3.0304529132e-04,-2.8519999348e-08,-9.2788975392e-06,7.7053316524e-08,4.7721460300e-08,8.5698279857e-09,3.2737501029e-07,-6.6025225212e-06,-2.8519464110e-03,2.1470588235e-01
-1.4062500000e+01,-3.1460459439e-03,-1.5546843917e-02,2.8312832495e+02,1.1466925802e-04,2.9783664824e-04,-2.7549327960e-08,-9.2160708556e-06,7.5766622141e-08,4.6587319547e-08,7.8765693319e-09,2.7013087607e-07,-6.4328974153e-06,-2.8520679698e-03,2.2058823529e-01
-1.4437500000e+01,-3.2412652341e-03,-1.5416847433e-02,2.8312834308e+02,1.1294700243e-04,2.9281908146e-04,-2.6643511152e-08,-9.1503950401e-06,7.4798992478e-08,4.5187670893e-08,6.9503365488e-09,2.1845177942e-07,-6.2710841760e-06,-2.8521793055e-03,2.2647058824e-01
-1.4812500000e+01,-3.3255654412e-03,-1.5290510218e-02,2.8312835984e+02,1.1127466742e-04,2.8799588861e-04,-2.5790400458e-08,-9.0820883410e-06,7.4042310933e-08,4.3430922596e-08,6.0610236796e-09,1.7184407573e-07,-6.1171344775e-06,-2.8522822251e-03,2.3235294118e-01
-1.5187500000e+01,-3.3996949143e-03,-1.5166653289e-02,2.8312837536e+02,1.0965535336e-04,2.8331921994e-04,-2.4993027163e-08,-9.0105539949e-06,7.3254497579e-08,4.1192168041e-08,5.5622322683e-09,1.2990247359e-07,-5.9694082604e-06,-2.8523776308e-03,2.3823529412e-01
-1.5562500000e+01,-3.4652192244e-03,-1.5045106823e-02,2.8312838972e+02,1.0807783187e-04,2.7878449164e-04,-2.4265069488e-08,-8.9361784024e-06,7.2638838089e-08,3.9103201424e-08,4.9626019431e-09,9.2049607211e-08,-5.8275370659e-06,-2.8524647069e-03,2.4411764706e-01
-1.5937500000e+01,-3.5229767077e-03,-1.4925101187e-02,2.8312840306e+02,1.0652364285e-04,2.7436344836e-04,-2.3574117213e-08,-8.8592563962e-06,7.1704334982e-08,3.7538769230e-08,4.1579203861e-09,5.7749940514e-08,-5.6903162030e-06,-2.8525433121e-03,2.5000000000e-01
-1.6312500000e+01,-3.5738551618e-03,-1.4807111749e-02,2.8312841533e+02,1.0500257454e-04,2.7006811602e-04,-2.2923661940e-08,-8.7803222008e-06,7.0820742027e-08,3.6118010330e-08,3.3316955986e-09,2.6739179384e-08,-5.5582489602e-06,-2.8526132361e-03,2.5588235294e-01
-1.6687500000e+01,-3.6183006732e-03,-1.4690586688e-02,2.8312842654e+02,1.0350529972e-04,2.6586947107e-04,-2.2314189823e-08,-8.6997260363e-06,7.0193752606e-08,3.4402665032e-08,2.3166850313e-09,-1.5058267524e-09,-5.4302800937e-06,-2.8526732964e-03,2.6176470588e-01
-1.7062500000e+01,-3.6562914836e-03,-1.4575797663e-02,2.8312843680e+02,1.0203392136e-04,2.6177978345e-04,-2.1729615183e-08,-8.6175132382e-06,6.9300674754e-08,3.2583124493e-08,1.4359009162e-09,-2.6824591839e-08,-5.3068070886e-06,-2.8527225111e-03,2.6764705882e-01
-1.7437500000e+01,-3.6880636257e-03,-1.4462291105e-02,2.8312844608e+02,1.0059286463e-04,2.5778145365e-04,-2.1187518052e-08,-8.5332347688e-06,6.8278980821e-08,3.1196606463e-08,9.1476118698e-10,-4.9437758584e-08,-5.1871576164e-06,-2.8527596096e-03,2.7352941176e-01
-1.7812500000e+01,-3.7142551138e-03,-1.4350266351e-02,2.8312845446e+02,9.9178082793e-05,2.5388296463e-04,-2.0670833674e-08,-8.4469753369e-06,6.7113471078e-08,3.0186248128e-08,7.6626933684e-10,-6.9900309875e-08,-5.0717048855e-06,-2.8527835601e-03,2.7941176471e-01
-1.8187500000e+01,-3.7355240593e-03,-1.4239613202e-02,2.8312846210e+02,9.7808973957e-05,2.5006755104e-04,-2.0177945469e-08,-8.3592169383e-06,6.6387434557e-08,2.9487609096e-08,8.2575844904e-10,-8.8599492376e-08,-4.9595909997e-06,-2.8527933373e-03,2.8529411765e-01
-1.8562500000e+01,-3.7521243771e-03,-1.4130601581e-02,2.8312846905e+02,9.6474716177e-05,2.4634000022e-04,-1.9714463744e-08,-8.2705830020e-06,6.5821545928e-08,2.9253619548e-08,6.9838718608e-10,-1.0543616029e-07,-4.8508076717e-06,-2.8527900851e-03,2.9117647059e-01
-1.8937500000e+01,-3.7632366507e-03,-1.4022566721e-02,2.8312847534e+02,9.5161327414e-05,2.4268429034e-04,-1.9265618115e-08,-8.1811618523e-06,6.4894058048e-08,2.8922060434e-08,3.4217296882e-10,-1.2028428321e-07,-4.7450319143e-06,-2.8527762058e-03,2.9705882353e-01
-1.9312500000e+01,-3.7697207778e-03,-1.3915523397e-02,2.8312848092e+02,9.3863183067e-05,2.3908710705e-04,-1.8857894576e-08,-8.0909739099e-06,6.3743110858e-08,2.8323731994e-08,-9.0998319209e-11,-1.3373134621e-07,-4.6415302724e-06,-2.8527527809e-03,3.0294117647e-01
-1.9687500000e+01,-3.7722097862e-03,-1.3809148926e-02,2.8312848591e+02,9.2577606336e-05,2.3555888762e-04,-1.8472028748e-08,-8.0004122991e-06,6.2506049407e-08,2.7606795820e-08,-6.2315895297e-10,-1.4586976312e-07,-4.5409700423e-06,-2.8527194826e-03,3.0882352941e-01
-2.0062500000e+01,-3.7701552213e-03,-1.3703133064e-02,2.8312849031e+02,9.1316055901e-05,2.3207957522e-04,-1.8104173948e-08,-7.9104011133e-06,6.1622921169e-08,2.6781606267e-08,-1.4764757943e-09,-1.5641666967e-07,-4.4425141331e-06,-2.8526756014e-03,3.1470588235e-01
-2.0437500000e+01,-3.7640912217e-03,-1.3598179877e-02,2.8312849424e+02,9.0065657273e-05,2.2867382231e-04,-1.7759473123e-08,-7.8208593240e-06,6.0866097770e-08,2.5940952170e-08,-2.4176026710e-09,-1.6571348546e-07,-4.3470385364e-06,-2.8526211566e-03,3.2058823529e-01
-2.0812500000e+01,-3.7543669147e-03,-1.3494075784e-02,2.8312849756e+02,8.8829874280e-05,2.2534067099e-04,-1.7413017261e-08,-7.7314090448e-06,5.9851893671e-08,2.5411107226e-08,-3.3413031308e-09,-1.7381718627e-07,-4.2545884854e-06,-2.8525552084e-03,3.2647058824e-01
-2.1187500000e+01,-3.7408407939e-03,-1.3390974149e-02,2.8312850035e+02,8.7608669045e-05,2.2207731748e-04,-1.7082074048e-08,-7.6418827638e-06,5.8776456729e-08,2.5290496750e-08,-4.2405693742e-09,-1.8061906432e-07,-4.1648679453e-06,-2.8524768820e-03,3.3235294118e-01
-2.1562500000e+01,-3.7240952401e-03,-1.3288769887e-02,2.8312850265e+02,8.6403785402e-05,2.1887846661e-04,-1.6763031037e-08,-7.5522167396e-06,5.7862709241e-08,2.4922237007e-08,-4.9371611037e-09,-1.8634282044e-07,-4.0777006417e-06,-2.8523861706e-03,3.3823529412e-01
-2.1937500000e+01,-3.7039919740e-03,-1.3186975187e-02,2.8312850446e+02,8.5208068347e-05,2.1572932875e-04,-1.6454590694e-08,-7.4621721177e-06,5.7484095778e-08,2.4181512090e-08,-5.2841950935e-09,-1.9087732937e-07,-3.9925513162e-06,-2.8522821215e-03,3.4411764706e-01
-2.2312500000e+01,-3.6812375373e-03,-1.3085455678e-02,2.8312850589e+02,8.4021122415e-05,2.1262626466e-04,-1.6159012690e-08,-7.3721672365e-06,5.7120936661e-08,2.3422674392e-08,-5.3174098946e-09,-1.9444057996e-07,-3.9094460926e-06,-2.8521653581e-03,3.5000000000e-01
-2.2687500000e+01,-3.6563622494e-03,-1.2983629560e-02,2.8312850694e+02,8.2853922987e-05,2.0954614770e-04,-1.5873482474e-08,-7.2823501195e-06,5.6499001571e-08,2.2553004025e-08,-5.3162283230e-09,-1.9708038026e-07,-3.8275912763e-06,-2.8520375287e-03,3.5588235294e-01
-2.3062500000e+01,-3.6293307644e-03,-1.2882145958e-02,2.8312850768e+02,8.1707215971e-05,2.0650783173e-04,-1.5599236743e-08,-7.1928457398e-06,5.6063166817e-08,2.1553969156e-08,-5.3827792936e-09,-1.9896669101e-07,-3.7475981244e-06,-2.8518998528e-03,3.6176470588e-01
-2.3437500000e+01,-3.6004343996e-03,-1.2781021866e-02,2.8312850811e+02,8.0583028648e-05,2.0351097042e-04,-1.5328904680e-08,-7.1034033280e-06,5.5471763981e-08,2.0467453727e-08,-5.3554217695e-09,-2.0025135874e-07,-3.6692531586e-06,-2.8517531556e-03,3.6764705882e-01
-2.3812500000e+01,-3.5694855297e-03,-1.2680357874e-02,2.8312850812e+02,7.9485086909e-05,2.0056149800e-04,-1.5069580076e-08,-7.0145085227e-06,5.4671920526e-08,1.9240521213e-08,-5.2612775152e-09,-2.0095779451e-07,-3.5927556956e-06,-2.8515974964e-03,3.7352941176e-01
-2.4187500000e+01,-3.5370744577e-03,-1.2580288984e-02,2.8312850777e+02,7.8415034644e-05,1.9766290336e-04,-1.4809626186e-08,-6.9261873499e-06,5.3862294748e-08,1.8202265094e-08,-5.1042221586e-09,-2.0107977522e-07,-3.5183035002e-06,-2.8514322246e-03,3.7941176471e-01
-2.4562500000e+01,-3.5032999555e-03,-1.2480635162e-02,2.8312850718e+02,7.7374380212e-05,1.9481281819e-04,-1.4556495901e-08,-6.8387248368e-06,5.2978264341e-08,1.7471219150e-08,-5.2309215167e-09,-2.0078894354e-07,-3.4458499600e-06,-2.8512571607e-03,3.8529411765e-01
-2.4937500000e+01,-3.4682312719e-03,-1.2381041300e-02,2.8312850621e+02,7.6355068124e-05,1.9199571086e-04,-1.4314163634e-08,-6.7524054391e-06,5.2407106908e-08,1.7027888361e-08,-5.7332855823e-09,-2.0023127791e-07,-3.3748310681e-06,-2.8510725166e-03,3.9117647059e-01
-2.5312500000e+01,-3.4317361003e-03,-1.2281630741e-02,2.8312850493e+02,7.5359870706e-05,1.8921495199e-04,-1.4085309630e-08,-6.6666217632e-06,5.1972586684e-08,1.6650668147e-08,-6.2642682394e-09,-1.9935358758e-07,-3.3053398053e-06,-2.8508786312e-03,3.9705882353e-01
-2.5687500000e+01,-3.3945674774e-03,-1.2182775301e-02,2.8312850332e+02,7.4386076497e-05,1.8648393278e-04,-1.3865619801e-08,-6.5814060879e-06,5.1590100443e-08,1.6458539015e-08,-6.6692851950e-09,-1.9834320502e-07,-3.2377263298e-06,-2.8506753560e-03,4.0294117647e-01
-2.6062500000e+01,-3.3568198580e-03,-1.2084137309e-02,2.8312850141e+02,7.3434104127e-05,1.8379107928e-04,-1.3648466587e-08,-6.4974021559e-06,5.1245326001e-08,1.6362519249e-08,-7.1251904191e-09,-1.9729584319e-07,-3.1716330785e-06,-2.8504630583e-03,4.0882352941e-01
-2.6437500000e+01,-3.3181915456e-03,-1.1985250373e-02,2.8312849918e+02,7.2511474510e-05,1.8112894553e-04,-1.3433905047e-08,-6.4144427878e-06,5.0828391528e-08,1.6106299789e-08,-7.5142232257e-09,-1.9611504909e-07,-3.1069417998e-06,-2.8502421589e-03,4.1470588235e-01
-2.6812500000e+01,-3.2793242361e-03,-1.1886265965e-02,2.8312849661e+02,7.1624844700e-05,1.7849091695e-04,-1.3233560707e-08,-6.3321758885e-06,5.0552702412e-08,1.5874654828e-08,-7.9904320737e-09,-1.9484182523e-07,-3.0433467523e-06,-2.8500124745e-03,4.2058823529e-01
-2.7187500000e+01,-3.2394262904e-03,-1.1787390736e-02,2.8312849374e+02,7.0760955320e-05,1.7588694685e-04,-1.3041553228e-08,-6.2505543782e-06,5.0171082541e-08,1.5510899931e-08,-8.4828616299e-09,-1.9357729813e-07,-2.9812930568e-06,-2.8497745007e-03,4.2647058824e-01
-2.7562500000e+01,-3.1993622056e-03,-1.1688070612e-02,2.8312849058e+02,6.9921640362e-05,1.7330563497e-04,-1.2853253230e-08,-6.1695091145e-06,4.9895888008e-08,1.4874232682e-08,-8.7561306396e-09,-1.9236952556e-07,-2.9203915441e-06,-2.8495278734e-03,4.3235294118e-01
-2.7937500000e+01,-3.1587065914e-03,-1.1588641843e-02,2.8312848714e+02,6.9109145295e-05,1.7075543214e-04,-1.2666899871e-08,-6.0894255146e-06,4.9724567972e-08,1.4298585127e-08,-9.0227548364e-09,-1.9105485693e-07,-2.8609216184e-06,-2.8492724598e-03,4.3823529412e-01
-2.8312500000e+01,-3.1177345823e-03,-1.1489311130e-02,2.8312848351e+02,6.8323446358e-05,1.6824082608e-04,-1.2479839788e-08,-6.0103284891e-06,4.9139765535e-08,1.3730288597e-08,-9.2009000342e-09,-1.8973615390e-07,-2.8028813570e-06,-2.8490090715e-03,4.4411764706e-01
-2.8687500000e+01,-3.0766181157e-03,-1.1390272098e-02,2.8312847970e+02,6.7563420429e-05,1.6576831958e-04,-1.2295385913e-08,-5.9320877633e-06,4.8434406478e-08,1.3286894678e-08,-9.3756064932e-09,-1.8836708520e-07,-2.7463563398e-06,-2.8487377351e-03,4.5000000000e-01
-2.9062500000e+01,-3.0349983048e-03,-1.1292060894e-02,2.8312847563e+02,6.6826892639e-05,1.6335406823e-04,-1.2114064000e-08,-5.8547418059e-06,4.7776110952e-08,1.2952230376e-08,-9.7360760053e-09,-1.8691325150e-07,-2.6916877621e-06,-2.8484585743e-03,4.5588235294e-01
-2.9437500000e+01,-2.9929751406e-03,-1.1195068479e-02,2.8312847121e+02,6.6105469949e-05,1.6100707095e-04,-1.1935853552e-08,-5.7778924454e-06,4.7147052276e-08,1.2776614755e-08,-1.0011080327e-08,-1.8553440824e-07,-2.6391491420e-06,-2.8481714193e-03,4.6176470588e-01
-2.9812500000e+01,-2.9507107495e-03,-1.1098642621e-02,2.8312846649e+02,6.5406536996e-05,1.5870966868e-04,-1.1760682743e-08,-5.7016085024e-06,4.6436508961e-08,1.2642696850e-08,-1.0278968567e-08,-1.8422319527e-07,-2.5882564752e-06,-2.8478762866e-03,4.6764705882e-01
-3.0187500000e+01,-2.9085327163e-03,-1.1002891826e-02,2.8312846146e+02,6.4734280062e-05,1.5646229445e-04,-1.1591273336e-08,-5.6262789757e-06,4.5511144151e-08,1.2417971446e-08,-1.0607645349e-08,-1.8293084766e-07,-2.5390009697e-06,-2.8475735268e-03,4.7352941176e-01
-3.0562500000e+01,-2.8667363366e-03,-1.0907418955e-02,2.8312845613e+02,6.4083417170e-05,1.5424983860e-04,-1.1430698361e-08,-5.5515964737e-06,4.4797696085e-08,1.2195743019e-08,-1.0920872265e-08,-1.8164845573e-07,-2.4909576152e-06,-2.8472631445e-03,4.7941176471e-01
-3.0937500000e+01,-2.8257765197e-03,-1.0812348962e-02,2.8312845038e+02,6.3450015026e-05,1.5207836806e-04,-1.1269325576e-08,-5.4774235241e-06,4.4096296861e-08,1.1911547992e-08,-1.1183456283e-08,-1.8035137726e-07,-2.4442537087e-06,-2.8469455620e-03,4.8529411765e-01
-3.1312500000e+01,-2.7854447134e-03,-1.0717223111e-02,2.8312844430e+02,6.2833583447e-05,1.4993679008e-04,-1.1109537532e-08,-5.4037260891e-06,4.3785190979e-08,1.1486921826e-08,-1.1249217525e-08,-1.7912931184e-07,-2.3986148530e-06,-2.8466206071e-03,4.9117647059e-01
-3.1687500000e+01,-2.7459727108e-03,-1.0621905373e-02,2.8312843792e+02,6.2232697098e-05,1.4781600148e-04,-1.0950543534e-08,-5.3308361248e-06,4.3800177022e-08,1.0969972645e-08,-1.1174532569e-08,-1.7793323090e-07,-2.3537056917e-06,-2.8462881509e-03,4.9705882353e-01
-3.2062500000e+01,-2.7074795978e-03,-1.0526382770e-02,2.8312843119e+02,6.1646064447e-05,1.4571316857e-04,-1.0790760960e-08,-5.2590547848e-06,4.3495741931e-08,1.0360711933e-08,-1.1143985871e-08,-1.7686075975e-07,-2.3093954154e-06,-2.8459491280e-03,5.0294117647e-01
-3.2437500000e+01,-2.6693998570e-03,-1.0430577722e-02,2.8312842412e+02,6.1067401165e-05,1.4362401553e-04,-1.0634657350e-08,-5.1886149943e-06,4.3038378565e-08,9.9322333690e-09,-1.1212895336e-08,-1.7578786356e-07,-2.2654729179e-06,-2.8456043481e-03,5.0882352941e-01
