z,u,v,θ,u2,v2,ε,uv,u2_sgs,v2_sgs,uv_sgs,u3_res,v3_res,p,σ
-9.9375000000e+00,-2.1311924127e-03,-1.4131902036e-02,2.8310503040e+02,7.0028018003e-05,2.9258106362e-04,-5.6094437410e-08,-1.0619331572e-05,4.5171392000e-08,2.4343539897e-07,2.1118158329e-08,-2.8707811484e-07,-6.8213285605e-06,-1.5094849306e-03,1.5317919075e-01
-1.0312500000e+01,-2.1369203559e-03,-1.4068700641e-02,2.8310504965e+02,6.9610446039e-05,2.8867477592e-04,-5.3930468856e-08,-1.0695139172e-05,5.3892784702e-08,2.1960722310e-07,1.9270232443e-08,-2.8707459621e-07,-6.6794099568e-06,-1.5094310428e-03,1.5895953757e-01
-1.0687500000e+01,-2.1416267141e-03,-1.4008275684e-02,2.8310506787e+02,6.9218212141e-05,2.8495448184e-04,-5.1910039746e-08,-1.0761064488e-05,6.1426459164e-08,1.9741071008e-07,1.7433187001e-08,-2.8691605208e-07,-6.5449852520e-06,-1.5093074251e-03,1.6473988439e-01
-1.1062500000e+01,-2.1460736467e-03,-1.3950344255e-02,2.8310508527e+02,6.8850557265e-05,2.8141128374e-04,-5.0011572763e-08,-1.0817320344e-05,6.8114215407e-08,1.7637248230e-07,1.6110052329e-08,-2.8674845132e-07,-6.4175876340e-06,-1.5091275431e-03,1.7052023121e-01
-1.1437500000e+01,-2.1506509153e-03,-1.3894909837e-02,2.8310510173e+02,6.8500506520e-05,2.7804945188e-04,-4.8241588743e-08,-1.0864488647e-05,7.4340507943e-08,1.5690930970e-07,1.4999755589e-08,-2.8646866675e-07,-6.2970877716e-06,-1.5088987391e-03,1.7630057803e-01
-1.1812500000e+01,-2.1557394234e-03,-1.3841205656e-02,2.8310511748e+02,6.8177068445e-05,2.7483303965e-04,-4.6594876732e-08,-1.0903037148e-05,7.9471185191e-08,1.4035726427e-07,1.3737879058e-08,-2.8611675978e-07,-6.1823735067e-06,-1.5086271258e-03,1.8208092486e-01
-1.2187500000e+01,-2.1600364615e-03,-1.3789710660e-02,2.8310513260e+02,6.7864053271e-05,2.7177347701e-04,-4.5041846637e-08,-1.0933470767e-05,8.3576124899e-08,1.2564473777e-07,1.2532613868e-08,-2.8575328104e-07,-6.0736830539e-06,-1.5083146595e-03,1.8786127168e-01
-1.2562500000e+01,-2.1640033635e-03,-1.3739238628e-02,2.8310514710e+02,6.7575223109e-05,2.6883302278e-04,-4.3603937784e-08,-1.0956696526e-05,8.7078490036e-08,1.1221799346e-07,1.1100298023e-08,-2.8549621085e-07,-5.9698881139e-06,-1.5079688550e-03,1.9364161850e-01
-1.2937500000e+01,-2.1680998153e-03,-1.3690185817e-02,2.8310516090e+02,6.7300176657e-05,2.6601989926e-04,-4.2254523976e-08,-1.0973576882e-05,8.9798892416e-08,1.0071711676e-07,9.2848962493e-09,-2.8525294446e-07,-5.8710905658e-06,-1.5075951935e-03,1.9942196532e-01
-1.3312500000e+01,-2.1720893229e-03,-1.3642448542e-02,2.8310517410e+02,6.7055240678e-05,2.6332351623e-04,-4.0971258822e-08,-1.0983784036e-05,9.2029035475e-08,9.0303777379e-08,7.4846499558e-09,-2.8501397486e-07,-5.7769469711e-06,-1.5071956115e-03,2.0520231214e-01
-1.3687500000e+01,-2.1754776532e-03,-1.3595872844e-02,2.8310518668e+02,6.6825903659e-05,2.6073657893e-04,-3.9769277450e-08,-1.0987889810e-05,9.3836659704e-08,8.0863514874e-08,6.0024127380e-09,-2.8473208617e-07,-5.6869876726e-06,-1.5067705719e-03,2.1098265896e-01
-1.4062500000e+01,-2.1788010569e-03,-1.3550943478e-02,2.8310519864e+02,6.6610142067e-05,2.5826170714e-04,-3.8651119461e-08,-1.0986781222e-05,9.5555658838e-08,7.2284135088e-08,4.6424855924e-09,-2.8452210937e-07,-5.6010488780e-06,-1.5063228854e-03,2.1676300578e-01
-1.4437500000e+01,-2.1818060244e-03,-1.3507318389e-02,2.8310521008e+02,6.6400352675e-05,2.5589045121e-04,-3.7596692194e-08,-1.0980295734e-05,9.7186772843e-08,6.5114124926e-08,3.4159295925e-09,-2.8425215117e-07,-5.5188660947e-06,-1.5058511711e-03,2.2254335260e-01
-1.4812500000e+01,-2.1848885267e-03,-1.3465435594e-02,2.8310522092e+02,6.6193530806e-05,2.5363589292e-04,-3.6601879075e-08,-1.0969310019e-05,9.8442216649e-08,5.9316199845e-08,2.1294774087e-09,-2.8406316771e-07,-5.4409435837e-06,-1.5053555061e-03,2.2832369942e-01
-1.5187500000e+01,-2.1881228845e-03,-1.3424654043e-02,2.8310523133e+02,6.5994871566e-05,2.5147010530e-04,-3.5655361027e-08,-1.0954142438e-05,9.9684773655e-08,5.4071441292e-08,9.7572282789e-10,-2.8402828456e-07,-5.3662155060e-06,-1.5048368017e-03,2.3410404624e-01
-1.5562500000e+01,-2.1920377748e-03,-1.3385345414e-02,2.8310524138e+02,6.5809880552e-05,2.4939451605e-04,-3.4764701153e-08,-1.0934807566e-05,1.0065156695e-07,4.9231160570e-08,1.8416215015e-10,-2.8416752867e-07,-5.2947199423e-06,-1.5042971922e-03,2.3988439306e-01
-1.5937500000e+01,-2.1964369169e-03,-1.3347754367e-02,2.8310525090e+02,6.5630186017e-05,2.4742230160e-04,-3.3921471243e-08,-1.0911816387e-05,1.0139049493e-07,4.4737835068e-08,-4.5704319501e-10,-2.8452501495e-07,-5.2271307362e-06,-1.5037370902e-03,2.4566473988e-01
-1.6312500000e+01,-2.2009547664e-03,-1.3311773389e-02,2.8310526003e+02,6.5456730951e-05,2.4553735901e-04,-3.3124232590e-08,-1.0885181543e-05,1.0237397317e-07,4.0710611619e-08,-1.0118812743e-09,-2.8492106755e-07,-5.1626891008e-06,-1.5031567747e-03,2.5144508671e-01
-1.6687500000e+01,-2.2055871379e-03,-1.3276759697e-02,2.8310526894e+02,6.5280595349e-05,2.4372761531e-04,-3.2352199588e-08,-1.0855180730e-05,1.0320456100e-07,3.7145772147e-08,-1.6468666733e-09,-2.8532074087e-07,-5.1011947926e-06,-1.5025582988e-03,2.5722543353e-01
-1.7062500000e+01,-2.2109427487e-03,-1.3242957462e-02,2.8310527750e+02,6.5107103461e-05,2.4200686941e-04,-3.1616437768e-08,-1.0821904515e-05,1.0347230784e-07,3.3682902454e-08,-1.9274712122e-09,-2.8587695596e-07,-5.0430614220e-06,-1.5019448455e-03,2.6300578035e-01
-1.7437500000e+01,-2.2165012961e-03,-1.3210377836e-02,2.8310528567e+02,6.4930805503e-05,2.4036294246e-04,-3.0924621319e-08,-1.0784872247e-05,1.0318033782e-07,3.0434516981e-08,-1.6061346234e-09,-2.8644527081e-07,-4.9879042898e-06,-1.5013161107e-03,2.6878612717e-01
-1.7812500000e+01,-2.2223750474e-03,-1.3178640144e-02,2.8310529356e+02,6.4754910896e-05,2.3877764041e-04,-3.0275231644e-08,-1.0745006639e-05,1.0225469239e-07,2.7551312965e-08,-1.4350208036e-09,-2.8717617586e-07,-4.9350350292e-06,-1.5006720781e-03,2.7456647399e-01
-1.8187500000e+01,-2.2281041603e-03,-1.3147838992e-02,2.8310530118e+02,6.4569191823e-05,2.3724666527e-04,-2.9658166047e-08,-1.0702659185e-05,1.0104495348e-07,2.5010858813e-08,-1.6030174109e-09,-2.8798949954e-07,-4.8842288184e-06,-1.5000126224e-03,2.8034682081e-01
-1.8562500000e+01,-2.2342562875e-03,-1.3118294777e-02,2.8310530848e+02,6.4379838544e-05,2.3577947857e-04,-2.9075996992e-08,-1.0658184140e-05,9.9844041349e-08,2.2907926224e-08,-1.9130023989e-09,-2.8893286727e-07,-4.8358124630e-06,-1.4993389202e-03,2.8612716763e-01
-1.8937500000e+01,-2.2406798943e-03,-1.3089940862e-02,2.8310531556e+02,6.4182709259e-05,2.3437603612e-04,-2.8513883321e-08,-1.0611410129e-05,9.8510260762e-08,2.1153893540e-08,-2.1482127176e-09,-2.8985355109e-07,-4.7897167044e-06,-1.4986522583e-03,2.9190751445e-01
-1.9312500000e+01,-2.2472464773e-03,-1.3062888506e-02,2.8310532222e+02,6.3985535869e-05,2.3303578376e-04,-2.7979857678e-08,-1.0561949114e-05,9.7270569130e-08,1.9713027831e-08,-2.1807180395e-09,-2.9076287542e-07,-4.7456476136e-06,-1.4979531631e-03,2.9768786127e-01
-1.9687500000e+01,-2.2537850497e-03,-1.3036847549e-02,2.8310532849e+02,6.3790903630e-05,2.3175397984e-04,-2.7465708632e-08,-1.0510511829e-05,9.6588911802e-08,1.8305138353e-08,-2.3964264330e-09,-2.9172764588e-07,-4.7034753571e-06,-1.4972424079e-03,3.0346820809e-01
-2.0062500000e+01,-2.2606001756e-03,-1.3011386341e-02,2.8310533448e+02,6.3599007847e-05,2.3052804764e-04,-2.6970059405e-08,-1.0457434652e-05,9.6238356458e-08,1.7262536937e-08,-3.1019748376e-09,-2.9284114598e-07,-4.6631334575e-06,-1.4965212847e-03,3.0924855491e-01
-2.0437500000e+01,-2.2676920444e-03,-1.2986710541e-02,2.8310534013e+02,6.3413636536e-05,2.2936713095e-04,-2.6487055658e-08,-1.0402852659e-05,9.5615614677e-08,1.6860989018e-08,-3.7677522556e-09,-2.9410448589e-07,-4.6250157724e-06,-1.4957910986e-03,3.1502890173e-01
-2.0812500000e+01,-2.2756512623e-03,-1.2962604123e-02,2.8310534548e+02,6.3229423965e-05,2.2826049519e-04,-2.6022616314e-08,-1.0346277993e-05,9.4838332434e-08,1.6315547512e-08,-4.0934999994e-09,-2.9557818889e-07,-4.5891100231e-06,-1.4950533049e-03,3.2080924855e-01
-2.1187500000e+01,-2.2841165754e-03,-1.2938623519e-02,2.8310535067e+02,6.3045692094e-05,2.2718418904e-04,-2.5590006442e-08,-1.0287652652e-05,9.4160466592e-08,1.5621684545e-08,-4.3847390722e-09,-2.9709802556e-07,-4.5545628446e-06,-1.4943069961e-03,3.2658959538e-01
-2.1562500000e+01,-2.2930739599e-03,-1.2915194955e-02,2.8310535560e+02,6.2867764931e-05,2.2614981507e-04,-2.5171109321e-08,-1.0227167494e-05,9.3602648304e-08,1.4647533150e-08,-4.7367028156e-09,-2.9886353041e-07,-4.5214720602e-06,-1.4935509255e-03,3.3236994220e-01
-2.1937500000e+01,-2.3028643020e-03,-1.2891660233e-02,2.8310536023e+02,6.2696347469e-05,2.2513632651e-04,-2.4761046899e-08,-1.0164554060e-05,9.2755649959e-08,1.3607761895e-08,-4.9633115811e-09,-3.0076624125e-07,-4.4893119824e-06,-1.4927840252e-03,3.3815028902e-01
-2.2312500000e+01,-2.3131689891e-03,-1.2868206015e-02,2.8310536452e+02,6.2523812075e-05,2.2414884457e-04,-2.4369662123e-08,-1.0099923109e-05,9.1626491091e-08,1.2631068474e-08,-5.1338303139e-09,-3.0293832748e-07,-4.4582393886e-06,-1.4920055974e-03,3.4393063584e-01
-2.2687500000e+01,-2.3241355895e-03,-1.2844499734e-02,2.8310536854e+02,6.2359565742e-05,2.2318135421e-04,-2.3996196575e-08,-1.0033495451e-05,9.0388572623e-08,1.1439627859e-08,-5.4028816599e-09,-3.0543436990e-07,-4.4282024917e-06,-1.4912173164e-03,3.4971098266e-01
-2.3062500000e+01,-2.3355185727e-03,-1.2821028229e-02,2.8310537232e+02,6.2202938465e-05,2.2224911737e-04,-2.3635827354e-08,-9.9655132402e-06,8.9407391141e-08,1.0388951437e-08,-5.6995019876e-09,-3.0813508014e-07,-4.3995347645e-06,-1.4904196009e-03,3.5549132948e-01
-2.3437500000e+01,-2.3472220153e-03,-1.2797641786e-02,2.8310537591e+02,6.2054645945e-05,2.2133915458e-04,-2.3279760762e-08,-9.8955481896e-06,8.8634061764e-08,9.7066070598e-09,-5.8540111836e-09,-3.1095321106e-07,-4.3717641000e-06,-1.4896119865e-03,3.6127167630e-01
-2.3812500000e+01,-2.3585849253e-03,-1.2774034386e-02,2.8310537922e+02,6.1908993273e-05,2.2044298700e-04,-2.2931622525e-08,-9.8236977313e-06,8.7895032129e-08,9.0637383583e-09,-5.6952873293e-09,-3.1381551130e-07,-4.3446537702e-06,-1.4887946946e-03,3.6705202312e-01
-2.4187500000e+01,-2.3700577933e-03,-1.2750373075e-02,2.8310538224e+02,6.1769517993e-05,2.1955741178e-04,-2.2595464363e-08,-9.7504236428e-06,8.7143854938e-08,8.3155125565e-09,-5.4838940485e-09,-3.1676230809e-07,-4.3180435816e-06,-1.4879674976e-03,3.7283236994e-01
-2.4562500000e+01,-2.3812578725e-03,-1.2726581982e-02,2.8310538500e+02,6.1649434028e-05,2.1867998109e-04,-2.2267980314e-08,-9.6763402113e-06,8.6251454740e-08,7.4351591958e-09,-5.6057607993e-09,-3.1976236424e-07,-4.2917965679e-06,-1.4871298564e-03,3.7861271676e-01
-2.4937500000e+01,-2.3924524984e-03,-1.2702917361e-02,2.8310538758e+02,6.1542851001e-05,2.1782638907e-04,-2.1943125116e-08,-9.6017432806e-06,8.5407355188e-08,6.9863702519e-09,-6.0455030528e-09,-3.2287400206e-07,-4.2663955016e-06,-1.4862804032e-03,3.8439306358e-01
-2.5312500000e+01,-2.4036694418e-03,-1.2679062525e-02,2.8310538996e+02,6.1444953304e-05,2.1698664343e-04,-2.1633139451e-08,-9.5258032050e-06,8.4463747663e-08,6.8090861633e-09,-6.5928464150e-09,-3.2606203876e-07,-4.2418061388e-06,-1.4854191561e-03,3.9017341040e-01
-2.5687500000e+01,-2.4150710948e-03,-1.2654689870e-02,2.8310539212e+02,6.1352526620e-05,2.1615683378e-04,-2.1331702263e-08,-9.4487018030e-06,8.3995541946e-08,6.0909246829e-09,-7.0958056631e-09,-3.2927123523e-07,-4.2179270940e-06,-1.4845476045e-03,3.9595375723e-01
-2.6062500000e+01,-2.4266842783e-03,-1.2630220203e-02,2.8310539411e+02,6.1268971043e-05,2.1533561220e-04,-2.1033772325e-08,-9.3708568085e-06,8.3970326636e-08,5.0971789606e-09,-7.5696337242e-09,-3.3248039056e-07,-4.1947280530e-06,-1.4836669257e-03,4.0173410405e-01
-2.6437500000e+01,-2.4386097748e-03,-1.2605245492e-02,2.8310539593e+02,6.1189647164e-05,2.1451494103e-04,-2.0742537583e-08,-9.2918687056e-06,8.3748180483e-08,4.1942945667e-09,-7.9030861427e-09,-3.3572358064e-07,-4.1718338546e-06,-1.4827780605e-03,4.0751445087e-01
-2.6812500000e+01,-2.4504744439e-03,-1.2579928268e-02,2.8310539751e+02,6.1111387369e-05,2.1370106174e-04,-2.0464037341e-08,-9.2119746054e-06,8.2888095800e-08,3.7703500995e-09,-8.1611922525e-09,-3.3888785124e-07,-4.1494084788e-06,-1.4818819092e-03,4.1329479769e-01
-2.7187500000e+01,-2.4624653571e-03,-1.2554017038e-02,2.8310539886e+02,6.1033223776e-05,2.1289067976e-04,-2.0185571972e-08,-9.1310639878e-06,8.1244754680e-08,3.7123168275e-09,-8.5112928169e-09,-3.4192271718e-07,-4.1273537951e-06,-1.4809797263e-03,4.1907514451e-01
-2.7562500000e+01,-2.4738185523e-03,-1.2527675335e-02,2.8310539999e+02,6.0953636478e-05,2.1208852622e-04,-1.9914757364e-08,-9.0494600001e-06,7.9327617904e-08,3.8459988472e-09,-8.9851805533e-09,-3.4477811425e-07,-4.1056186535e-06,-1.4800712245e-03,4.2485549133e-01
-2.7937500000e+01,-2.4847183529e-03,-1.2500925264e-02,2.8310540083e+02,6.0869749801e-05,2.1129283727e-04,-1.9649962810e-08,-8.9671997245e-06,7.7507713044e-08,4.1319269887e-09,-9.5304826706e-09,-3.4749420539e-07,-4.0844180931e-06,-1.4791559935e-03,4.3063583815e-01
-2.8312500000e+01,-2.4956577337e-03,-1.2473823571e-02,2.8310540145e+02,6.0790096030e-05,2.1049898916e-04,-1.9373722869e-08,-8.8843014006e-06,7.6048304181e-08,4.3770258258e-09,-1.0005135374e-08,-3.5028532317e-07,-4.0633392238e-06,-1.4782339137e-03,4.3641618497e-01
-2.8687500000e+01,-2.5072958175e-03,-1.2446501634e-02,2.8310540181e+02,6.0713082732e-05,2.0970722459e-04,-1.9105250278e-08,-8.8009140747e-06,7.4864874140e-08,4.5545904283e-09,-1.0095532381e-08,-3.5313063994e-07,-4.0424132747e-06,-1.4773053535e-03,4.4219653179e-01
-2.9062500000e+01,-2.5195217118e-03,-1.2418083717e-02,2.8310540194e+02,6.0639282307e-05,2.0890051777e-04,-1.8841016577e-08,-8.7168357088e-06,7.3580108978e-08,4.5366376801e-09,-9.8448833355e-09,-3.5588621494e-07,-4.0212750580e-06,-1.4763710848e-03,4.4797687861e-01
-2.9437500000e+01,-2.5321801086e-03,-1.2388797483e-02,2.8310540170e+02,6.0559301466e-05,2.0807913556e-04,-1.8592694583e-08,-8.6320378340e-06,7.1992009184e-08,4.6009102622e-09,-9.2124001515e-09,-3.5858389598e-07,-4.0000317377e-06,-1.4754317820e-03,4.5375722543e-01
-2.9812500000e+01,-2.5457617670e-03,-1.2357851798e-02,2.8310540116e+02,6.0480872371e-05,2.0722782190e-04,-1.8357769645e-08,-8.5469880945e-06,7.0434070781e-08,4.6650764346e-09,-8.4357846695e-09,-3.6131390823e-07,-3.9782652641e-06,-1.4744881007e-03,4.5953757225e-01
-3.0187500000e+01,-2.5596126326e-03,-1.2325714765e-02,2.8310540033e+02,6.0404043767e-05,2.0635495570e-04,-1.8117754361e-08,-8.4621896500e-06,6.9319993400e-08,4.5704510091e-09,-7.7280164063e-09,-3.6399918146e-07,-3.9560312433e-06,-1.4735395841e-03,4.6531791908e-01
-3.0562500000e+01,-2.5737470164e-03,-1.2291963557e-02,2.8310539916e+02,6.0329109740e-05,2.0544259749e-04,-1.7885812996e-08,-8.3771213192e-06,6.8708761258e-08,4.5720452950e-09,-6.8526836830e-09,-3.6670663451e-07,-3.9328179621e-06,-1.4725855206e-03,4.7109826590e-01
-3.0937500000e+01,-2.5880853763e-03,-1.2256834542e-02,2.8310539769e+02,6.0255791594e-05,2.0449247969e-04,-1.7656909517e-08,-8.2920540791e-06,6.8103428817e-08,4.6425112514e-09,-6.1621221883e-09,-3.6941791419e-07,-3.9087192466e-06,-1.4716269780e-03,4.7687861272e-01
-3.1312500000e+01,-2.6024760807e-03,-1.2220890205e-02,2.8310539589e+02,6.0192385565e-05,2.0352672965e-04,-1.7441390189e-08,-8.2077239899e-06,6.7256741670e-08,4.7170364865e-09,-5.8647358134e-09,-3.7208931408e-07,-3.8843660604e-06,-1.4706650129e-03,4.8265895954e-01
-3.1687500000e+01,-2.6170431794e-03,-1.2184496153e-02,2.8310539378e+02,6.0132550116e-05,2.0256046651e-04,-1.7222762184e-08,-8.1240680985e-06,6.6313054702e-08,4.8082172186e-09,-5.9273791309e-09,-3.7471341161e-07,-3.8602141968e-06,-1.4697001143e-03,4.8843930636e-01
-3.2062500000e+01,-2.6311693632e-03,-1.2147832893e-02,2.8310539121e+02,6.0078104234e-05,2.0160214233e-04,-1.7001825105e-08,-8.0413204734e-06,6.5857827356e-08,4.6519758612e-09,-6.3695421612e-09,-3.7723142573e-07,-3.8364947203e-06,-1.4687320612e-03,4.9421965318e-01
-3.2437500000e+01,-2.6449910969e-03,-1.2110554338e-02,2.8310538830e+02,6.0029282353e-05,2.0063893375e-04,-1.6780936981e-08,-7.9593837824e-06,6.6070755421e-08,4.4801810948e-09,-6.9854689795e-09,-3.7974809123e-07,-3.8128116467e-06,-1.4677608687e-03,5.0000000000e-01
